43489217	Aguilah Issa	Libya	es
393734	佩里·克里斯蒂	The Bahamas	zh
1046517	Norodom Sihamoni	Cambodia	en
3169160	Joseph Boakai	Liberia	pl
35777992	Peter Hayes	British Antarctic Territory	en
38630938	Miguel Díaz-Canel	Cuba	fr
534366	Обама, Барак	United States	ru
7159912	Rafael Correa	Ecuador	en
1454147	Li Keqiang	China	es
23729066	フアン・カルロス・バレーラ	Panama	ja
12153654	Élisabeth II	Turks and Caicos Islands	fr
45564888	مصطفى أقينجي	Northern Cyprus	ar
11449297	István Pásztor	Vojvodina	en
41760410	Luis Guillermo Solís	Costa Rica	de
47996189	Lorella Stefanelli	San Marino	de
27928489	Algirdas Butkevičius	Lithuania	pl
534366	Barack Obama	Northern Mariana Islands	es
38630938	Диас-Канель, Мигель	Cuba	ru
19596391	Aníbal Cavaco Silva	Portugal	pl
1873595	James Duddridge	British Antarctic Territory	en
38830339	Laura Boldrini	Italy	de
314742	Malcolm Turnbull	Australia	de
22758838	Abdullah Abdullah	Afghanistan	fr
46764014	Hwang Kyo-ahn	South Korea	en
12153654	Elisabetta II del Regno Unito	Papua New Guinea	it
583313	Tuanku Abdul Halim	Malaysia	pl
5420133	Hailemariam Desalegn	Ethiopia	pt
197967	Giovanni Adamo II del Liechtenstein	Liechtenstein	it
18040925	فهد بن محمود آل سعيد	Oman	ar
334090	Idriss Déby	African Union	nl
21518053	Omar Abdirashid Ali Sharmarke	Somalia	de
1472253	Joseph Muscat	Commonwealth of Nations	es
399855	Shavkat Mirziyayev	Uzbekistan	pt
36545914	صالح مسلم محمد	Rojava	ar
12153654	إليزابيث الثانية	Jamaica	ar
14916550	Iakoba Italeli	Tuvalu	fr
98066	Poseł	British Indian Ocean Territory	pl
58925	Margarita II de Dinamarca	Greenland	es
1472253	Joseph Muscat	Commonwealth of Nations	pt
8544556	Gurbangulí Berdimujamédov	Turkmenistan	es
1462474	Maja Gojković	Serbia	fr
1769084	Nicola Zingaretti	Lazio	de
36092552	Сипиля, Юха	Finland	ru
8122677	Masud Barzani	Iraqi Kurdistan	de
261047	إندا كيني	Republic of Ireland	ar
22009891	Санчес Серен, Сальвадор	El Salvador	ru
575041	Uhuru Kenyatta	Kenya	de
41809823	بكري حسن صالح	Sudan	ar
13947321	Sergio Mattarella	Italy	pt
36545914	Салих Муслим Мухаммад	Rojava	ru
3592608	Mauricio Macri	Argentina	nl
2642141	Ellen Johnson Sirleaf	Liberia	fr
27881798	Плевнелиев, Росен	Bulgaria	ru
12153654	Elizabeth II	Saint Vincent and the Grenadines	en
5701266	Patrice Trovoada	São Tomé and Príncipe	it
20473183	Claude Bartolone	France	de
392367	Isayas Afewerki	Eritrea	de
12153654	エリザベス2世	Papua New Guinea	ja
3159008	Порошенко, Пётр Алексеевич	Ukraine	ru
2642141	Джонсон-Серлиф, Элен	Liberia	ru
2017814	Xi Jinping	China	pl
375769	Tabaré Vázquez	Uruguay	de
36973989	Hassan Sheikh Mohamoud	Somalia	fr
12153654	Isabel II do Reino Unido	Saint Kitts and Nevis	pt
2807211	Roch Marc Christian Kaboré	Burkina Faso	pl
12153654	Елизавета II	The Bahamas	ru
750582	Viktor Orbán	Hungary	it
25454199	Царёв, Олег Анатольевич	Novorossiya	ru
3469143	Álvaro García Linera	Bolivia	fr
12153654	إليزابيث الثانية	Australia	ar
309469	波多黎各居民代表	Puerto Rico	zh
32833413	豪尔赫·卡洛斯·丰塞卡	Cape Verde	zh
399855	肖開提·米爾則亞耶夫	Uzbekistan	zh
12153654	Elisabetta II del Regno Unito	British Indian Ocean Territory	it
563975	François Hollande	France	pl
651819	Erna Solberg	Norway	en
32143399	アブディウェリ・モハメド・アリ	Puntland	ja
22009891	Salvador Sánchez Cerén	El Salvador	fr
35540625	卡德加·普拉萨德·奥利	Nepal	zh
2354070	Park Geun-hye	South Korea	pl
32102758	哈立德·巴哈	Yemen	zh
12153654	إليزابيث الثانية	Saint Helena	ar
38822595	Jorge Glas	Ecuador	en
7977772	ジルマ・ルセフ	Brazil	ja
38689358	ムハンマド・ビン・サルマーン	Saudi Arabia	ja
3556592	ألفا كوندي	Guinea	ar
25895048	Эрнандес, Хуан Орландо	Honduras	ru
507840	Danilo Medina	Dominican Republic	de
334090	Idriss Déby	Chad	pl
31027377	贝吉·凯德·埃塞卜西	Tunisia	zh
36929420	Abd al-Malik Sallal	Algeria	pl
58925	Margarita II de Dinamarca	Denmark	es
32527629	Iñigo Urkullu	Basque Country	fr
534366	贝拉克·奥巴马	Northern Mariana Islands	zh
33600909	جيمس واني إيقا	South Sudan	ar
4520042	Luca Zaia	Veneto	de
42103819	Boïko Borissov	Bulgaria	fr
392432	Anote Tong	Kiribati	en
30873557	Алоиз	Liechtenstein	ru
23209007	Abdul Hamid	Bangladesh	pl
22963984	Erwin Sellering	Mecklenburg-Vorpommern	en
1873595	James Duddridge	British Antarctic Territory	fr
12153654	Elżbieta II	British Overseas Territories	pl
1173624	Alassane Ouattara	Ivory Coast	fr
31162122	Enrico Rossi	Tuscany	en
98066	Parlamentare	British Antarctic Territory	it
42103819	Bojko Borisow	Bulgaria	pl
17654778	Giuseppe Bertello	Vatican City	pl
4328718	Barnabas Sibusiso Dlamini	Swaziland	pt
434606	Philip Hammond	Akrotiri and Dhekelia	it
98066	عضو برلمان	British Indian Ocean Territory	ar
36973989	Hassan Sheikh Mohamud	Somalia	nl
22009891	萨尔瓦多·桑切斯·塞伦	El Salvador	zh
525868	فرانك باينيماراما	Fiji	ar
28586941	Eddie Calvo	Guam	de
2634434	安倍晋三	Japan	ja
31456477	Brigi Rafini	Niger	fr
15702073	阿列克西斯·齊普拉斯	Greece	zh
1528309	Грабар-Китарович, Колинда	Croatia	ru
12153654	Elizabeth II van het Verenigd Koninkrijk	Bermuda	nl
39357240	Cécile La Grenade	Grenada	es
575041	Uhuru Kenyatta	Kenya	pt
32325814	Mikaela Engell	Greenland	de
610889	Салл, Маки	Senegal	ru
43455733	Abdullah al-Thani	Libya	es
393744	拉尔夫·冈萨尔维斯	Saint Vincent and the Grenadines	zh
393865	Jean-Claude Juncker	European Union	es
394987	Bethuel Pakalitha Mosisili	Lesotho	de
48893277	Tihomir Orešković	Croatia	pl
12153654	Elizabeth II	Grenada	en
44345195	Amata Coleman Radewagen	American Samoa	de
20502322	Lars Løkke Rasmussen	Denmark	it
750582	Viktor Orbán	Hungary	es
18742934	Muhammad uld Abd al-Aziz	Mauritania	pl
45372554	Stefano Bonaccini	Emilia-Romagna	it
4469239	Choummaly Sayasone	Laos	fr
45266008	Andrzej Duda	Poland	pt
40344017	Augusto Rollandin	Aosta Valley	fr
29471682	Peter Mutharika	Malawi	en
56472	Benjamin Netanjahu	Israel	de
423930	Roosevelt Skerrit	Dominica	fr
434606	Philip Hammond	Akrotiri and Dhekelia	pl
23729066	Juan Carlos Varela	Panama	it
6476246	ワレンチナ・マトヴィエンコ	Russia	ja
2936571	Ламмерт, Норберт	Germany	ru
651819	Сульберг, Эрна	Norway	ru
1623346	Salman bin Hamad bin Isa Al Khalifa	Bahrain	nl
31417927	Antoni Martí Petit	Andorra	de
1792826	Ntfombi of Swaziland	Swaziland	en
12153654	エリザベス2世	Saint Helena	ja
38935005	Tammam Salam	Lebanon	de
392300	Hamad ibn Isa Al Chalifa	Bahrain	pl
45325898	穆罕默德·阿里·胡塞	Yemen	zh
32612834	Peter O’Neill	Papua New Guinea	pl
3169160	约瑟夫·博阿凯	Liberia	zh
2244865	Fredis Refunjol	Aruba	pl
393865	Jean-Claude Juncker	European Union	en
41438796	T. S. Thakur	India	en
23765453	采茨卡·察切娃	Bulgaria	zh
162320	أولافور راغنار غريمسون	Iceland	ar
740312	Orlando Smith	British Virgin Islands	de
1915692	David Lloyd Johnston	Canada	fr
27881798	Rosen Plevneliev	Bulgaria	pt
48721359	Samuel Weymouth Tapley Seaton	Saint Kitts and Nevis	pl
394956	Pak Pong-ju	North Korea	de
364813	Асад, Башар	Syria	ru
9526993	Serguei Naryshkin	Russia	pt
21518053	Omar Abdirashid Ali Sharmarke	Somalia	pl
31422903	Alejandro García Padilla	Puerto Rico	fr
393737	Keith Mitchell	Grenada	en
12153654	Elżbieta II	Canada	pl
1450397	Muhammad Abdul Aziz	Sahrawi Arab Democratic Republic	pl
5420133	ハイレマリアム・デサレン	Ethiopia	ja
392266	ジュアン・エンリク・ビベス・イ・シシリア	Andorra	ja
21096679	Аллен, Патрик	Jamaica	ru
48905738	Patrick Matibini	Zambia	en
395074	Colville Young	Belize	fr
10253760	张德江	China	zh
45620605	Denis Zvizdić	Bosnia and Herzegovina	fr
235952	Alberto II de Mónaco	Monaco	es
395074	Colville Young	Belize	es
1042746	彼得·科斯格罗夫	Australia	zh
34767471	Pavel Filip	Moldova	pl
29316	Front sandiniste de libération nationale	Nicaragua	fr
12307184	Fernando Chui Sai-on	Macau	pt
1881396	Alain Berset	Switzerland	nl
36179078	Torsten Albig	Schleswig-Holstein	de
17380298	Robert Mugabe	Zimbabwe	fr
36929420	Abdelmalek Sellal	Algeria	pt
10253760	Чжан Дэцзян	China	ru
404323	阿什拉夫·加尼·艾哈迈德扎伊	Afghanistan	zh
40465100	迪特馬·沃伊德克	Brandenburg	zh
12153654	Елизавета II	United Kingdom	ru
34023756	Arifin Zakaria	Malaysia	en
13280780	Arayik Harutyunyan	Nagorno-Karabakh Republic	es
16973920	ماري لويز كوليرو بريكا	Malta	ar
162320	Ólafur Ragnar Grímsson	Iceland	pt
104743	Charles XVI Gustave	Sweden	fr
5702970	Vance Amory	Nevis	pt
104743	كارل السادس عشر غوستاف	Sweden	ar
38832523	بياترو جراسو	Italy	ar
98066	国会議員	South Georgia and the South Sandwich Islands	ja
392319	Paul Biya	Cameroon	fr
13280780	Arayik Harutyunyan	Nagorno-Karabakh Republic	en
14581076	Germán Vargas Lleras	Colombia	fr
2005074	Jan Eliasson	United Nations	de
38811938	Гройсман, Владимир Борисович	Ukraine	ru
375769	Tabaré Vázquez	Uruguay	en
2354070	Park Geun-hye	South Korea	fr
17654778	Giuseppe Bertello	Vatican City	es
17459819	Manuel Valls	France	en
261047	エンダ・ケニー	Republic of Ireland	ja
1042690	Sauli Niinistö	Finland	pl
2334667	Reuven Rivlin	Israel	nl
665443	Pranab Mukherjee	India	fr
12153654	伊丽莎白二世	Belize	zh
7301571	波多·拉梅洛	Thuringia	zh
12153654	Isabel II do Reino Unido	Niue	pt
5420133	海爾馬里亞姆·德薩萊尼	Ethiopia	zh
364813	Bashar al-Ásad	Syria	es
49104983	埃米爾·迪米特里耶夫	Republic of Macedonia	zh
30597099	Bujar Nishani	Albania	it
197967	Hans-Adam II.	Liechtenstein	de
521165	穆罕默德·本·拉希德·阿勒马克图姆	United Arab Emirates	zh
575041	أوهورو كينياتا	Kenya	ar
46187943	Chaled Chodscha	Syrian opposition	de
358668	Joseph Kabila	Democratic Republic of the Congo	nl
559753	مايكل دانييل هيجينز	Republic of Ireland	ar
23234480	Frank Kabui	Solomon Islands	pl
7977772	Dilma Rousseff	Brazil	pt
392300	Хамад ибн Иса аль-Халифа	Bahrain	ru
1881396	Alain Berset	Switzerland	en
34767471	Pavel Filip	Moldova	de
46284640	哈利法·加維	Libya	zh
12153654	Elizabeth II	Cayman Islands	en
12153654	エリザベス2世	Jersey	ja
14393729	Kamalesh Sharma	Commonwealth of Nations	pl
334090	Деби, Идрис	Chad	ru
3592608	Mauricio Macri	Argentina	de
521165	محمد بن راشد آل مكتوم	United Arab Emirates	ar
750582	فيكتور أوربان	Hungary	ar
46684891	Peter Christian	Federated States of Micronesia	nl
29562044	イキリル・ドイニン	Comoros	ja
44307356	エドガー・ルング	Zambia	ja
194378	Lars Emil Johansen	Greenland	nl
1769084	Nicola Zingaretti	Lazio	en
39098320	Pedro Cateriano	Peru	it
6476246	瓦莲京娜·马特维延科	Russia	zh
46890386	Hilda Heine	Marshall Islands	en
1103138	Зума, Джейкоб	South Africa	ru
1862410	Feliciano Belmonte, Jr.	Philippines	en
1841818	Democratische Partij van de Maagdeneilanden	United States Virgin Islands	nl
12153654	Elizabeth II van het Verenigd Koninkrijk	Jersey	nl
4078753	John Dramani Mahama	Ghana	nl
31554406	Wa’il al-Halki	Syria	pl
12153654	Elisabetta II del Regno Unito	Isle of Man	it
17611166	Pietro Parolin	Vatican City	it
263622	Teodoro Obiang Nguema Mbasogo	Equatorial Guinea	fr
41170373	قاهر رسول‌ زاده	Tajikistan	ar
4520042	Luca Zaia	Veneto	pl
2807211	روش مارك كريستيان كابوري	Burkina Faso	ar
21270482	Daniel Ona Ondo	Gabon	pt
12153654	エリザベス2世	Belize	ja
39048048	Horacio Cartes	Paraguay	fr
2017814	Xi Jinping	China	es
335230	Islam Karimov	Uzbekistan	en
18689844	Werner Faymann	Austria	de
39098320	Pedro Cateriano	Peru	pl
12307184	崔世安	Macau	zh
393593	Paul Kagame	Rwanda	it
1528309	Kolinda Grabar-Kitarović	Croatia	pt
563975	François Hollande	Wallis and Futuna	pl
18742934	محمد ولد عبد العزيز	Mauritania	ar
563975	فرانسوا أولاند	Overseas departments and territories of France	ar
1791998	Pierre Nkurunziza	Burundi	pl
47733183	Francesco Pigliaru	Sardinia	de
7977772	ديلما روسيف	Brazil	ar
41861793	Aksel V. Johannesen	Faroe Islands	pl
41410927	Радзаунаримампианина, Эри	Madagascar	ru
12153654	伊丽莎白二世	Barbados	zh
512734	Mariano Rajoy	Spain	es
17508370	Republican Party of American Samoa	American Samoa	en
34721990	Augustin Matata Ponyo	Democratic Republic of the Congo	fr
3170570	George Konrote	Fiji	es
4829258	Sersch Sargsjan	Armenia	de
16988445	Filipe Nyusi	Mozambique	pt
12153654	Elżbieta II	Barbados	pl
100384	威廉-亞歷山大	Netherlands	zh
392284	Сантуш, Жозе Эдуарду душ	Angola	ru
12153654	Elizabeth II	Nevis	en
41410927	Hery Rajaonarimampianina	Madagascar	de
22009891	Salvador Sánchez Cerén	El Salvador	es
5043544	民主党	United States Virgin Islands	ja
12153654	伊丽莎白二世	Canada	zh
34653679	Manuel Vicente	Angola	pl
12153654	伊丽莎白二世	Commonwealth of Nations	zh
34721990	オーギュスタン・マタタ・ポニョ	Democratic Republic of the Congo	ja
1046517	Norodom Sihamoní	Cambodia	es
17654778	Giuseppe Bertello	Vatican City	de
434606	Philip Hammond	South Georgia and the South Sandwich Islands	pt
203756	Bhumibol Adulyadej	Thailand	pt
395090	Pearlette Louisy	Saint Lucia	it
3625441	Karu Jayasuriya	Sri Lanka	fr
30482243	Огио, Майкл	Papua New Guinea	ru
32833413	Jorge Carlos Fonseca	Cape Verde	nl
36973989	哈桑·谢赫·马哈茂德	Somalia	zh
12153654	伊丽莎白二世	Solomon Islands	zh
444222	Narendra Modi	India	fr
395090	Pearlette Louisy	Saint Lucia	es
18781270	Samuel Santos	Nicaragua	fr
38481813	Hassan Rohani	Iran	nl
5962511	Kim Dzong Un	North Korea	pl
2244865	Fredis Refunjol	Aruba	en
38822595	Jorge Glas	Ecuador	es
38811938	Wolodymyr Hrojsman	Ukraine	de
5956805	Ernest Bai Koroma	Sierra Leone	fr
43489217	عقيلة صالح عيسى	Libya	ar
392367	Isaias Afwerki	Eritrea	en
47996189	Lorella Stefanelli	San Marino	en
38832523	Pietro Grasso	Italy	nl
2363203	Salva Kiir Mayardit	South Sudan	nl
43489217	Akila Salih Isa	Libya	pl
98066	Parlamentar	Montserrat	pt
511506	Philémon Yang	Cameroon	de
29316	Frente Sandinista de Libertação Nacional	Nicaragua	pt
534366	Barack Obama	Northern Mariana Islands	de
34198948	Bruno Magras	Saint Barthélemy	pl
35540625	Khadga Prasad Sharma Oli	Nepal	en
57610	Noursoultan Nazarbaïev	Kazakhstan	fr
45325898	محمد علي الحوثي	Yemen	ar
36703624	Abd al-Fattah as-Sisi	Egypt	de
17459819	مانويل فالس	France	ar
98066	Parlamentario	South Georgia and the South Sandwich Islands	es
7159912	Rafael Correa	Ecuador	de
12153654	伊丽莎白二世	The Bahamas	zh
43499128	Alexander Wladimirowitsch Sachartschenko	Novorossiya	de
12153654	エリザベス2世	Bermuda	ja
389974	Mswati III	Swaziland	pl
12153654	Isabel II del Reino Unido	British Antarctic Territory	es
39775920	Nuri Abu Sahmain	Libya	es
523641	Najib Razak	Malaysia	pt
1129854	哈利法·本·扎耶德·阿勒纳哈扬	United Arab Emirates	zh
29320911	Freundel Stuart	Barbados	it
27761965	Bohuslav Sobotka	Czech Republic	nl
312753	Fraile	Sovereign Military Order of Malta	es
44147216	Kim Kielsen	Greenland	pl
4682178	Ahmadu Bello	Northern Region, Nigeria	pl
12153654	Elizabeth II	Cook Islands	en
100384	Guillermo Alejandro de los Países Bajos	Aruba	es
3262143	Isatou Njie-Saidy	The Gambia	pl
